Stock_Number,Sale_Date,Inventory_Date,Make,Model,Year,Mileage,Store_Name,Stock_Type,Price,Front_Gross,Back_Gross
L6179590,7/21/2021,6/16/2021,TOYOTA,RAV4,2021,22,Riverside Toyota,New,36574,2700.81,3090
L7888849,7/21/2021,6/21/2021,TOYOTA,RAV4,2021,27,Riverside Toyota,New,42791.31,3759.81,4530
M6606776,7/21/2021,5/8/2021,TOYOTA,TACO,2021,5,Riverside Toyota,New,44735.31,5036.04,600
L1731444,7/21/2021,6/12/2021,TOYOTA,AVALHY,2021,70,Riverside Toyota,New,47455.62,5411.43,5846
L3163951,7/22/2021,5/26/2021,TOYOTA,COROL,2021,9,Riverside Toyota,New,23581,327.81,1430.1
L3589129,7/22/2021,6/9/2021,TOYOTA,COROL,2021,22,Riverside Toyota,New,23988.52,1383.33,0
M9576507,7/22/2021,5/10/2021,TOYOTA,RAV4,2021,84,Riverside Toyota,New,32969.1,1443.91,0
S7771039,7/22/2021,6/17/2021,TOYOTA,CAMR,2021,78,Riverside Toyota,New,27742.34,2247.15,0
K2007706,7/22/2021,6/3/2021,TOYOTA,CAMR,2021,97,Riverside Toyota,New,28467,661.81,265.55
K7637601,7/22/2021,5/30/2021,TOYOTA,RAV4,2021,39,Riverside Toyota,New,29107,5584.81,396.25
S9808328,7/23/2021,7/3/2021,TOYOTA,HIGHLN,2021,29,Riverside Toyota,New,49778.89,2709.7,300
T8909319,7/23/2021,6/10/2021,TOYOTA,COROL,2021,28,Riverside Toyota,New,22532.21,1830.02,0
N8160241,7/23/2021,6/10/2021,TOYOTA,SIENNA,2021,17,Riverside Toyota,New,43121,1146.81,2405
M2460640,7/23/2021,6/25/2021,TOYOTA,TACO,2021,25,Riverside Toyota,New,45031,3160.96,3266.83
M9642651,7/23/2021,6/12/2021,TOYOTA,RAV4,2021,43,Riverside Toyota,New,42294,1639.19,0
M3333460,7/23/2021,6/22/2021,TOYOTA,HIGHLN,2021,38,Riverside Toyota,New,42620,4230.5,4085
M1327304,7/23/2021,6/17/2021,TOYOTA,COROL,2021,23,Riverside Toyota,New,20396.29,-25.9,0
T7296060,7/23/2021,6/9/2021,TOYOTA,VENZA,2021,32,Riverside Toyota,New,34257,783.91,0
L3159660,7/23/2021,6/6/2021,TOYOTA,RAV4,2021,95,Riverside Toyota,New,40412,5086.31,778.07
N7389774,7/23/2021,6/19/2021,TOYOTA,COROL,2021,94,Riverside Toyota,New,19933,-501.19,0
M1917404,7/23/2021,6/4/2021,TOYOTA,4RUN,2021,15,Riverside Toyota,New,48260.36,3761.54,308
M4977449,7/23/2021,5/14/2021,TOYOTA,COROLH,2021,53,Riverside Toyota,New,24473.96,168.77,0
K5232377,7/23/2021,6/7/2021,TOYOTA,TACO,2021,39,Riverside Toyota,New,35582,3926.86,300
S3172236,7/23/2021,6/12/2021,TOYOTA,TACO,2021,88,Riverside Toyota,New,45487.5,5193.36,353
S4010129,7/23/2021,6/24/2021,TOYOTA,VENZA,2021,80,Riverside Toyota,New,33033,-385.09,3179.39
T2028195,7/23/2021,6/3/2021,TOYOTA,TACO,2021,61,Riverside Toyota,New,45248,3797.86,3419.5
M5933530,7/23/2021,6/7/2021,TOYOTA,TACO,2021,32,Riverside Toyota,New,41228.35,3229.21,2950
L9808339,7/24/2021,6/23/2021,TOYOTA,CAMR,2021,70,Riverside Toyota,New,28646.65,169.46,513
N1288315,7/24/2021,5/20/2021,TOYOTA,CAMR,2021,69,Riverside Toyota,New,37295,-514.19,3737
S1045874,7/24/2021,6/4/2021,TOYOTA,TACO,2021,77,Riverside Toyota,New,43522.31,541.09,0
T1713542,7/24/2021,6/3/2021,TOYOTA,SIENNA,2021,26,Riverside Toyota,New,44199,5687.81,250
L2480481,7/24/2021,6/3/2021,TOYOTA,COROL,2021,55,Riverside Toyota,New,20590.46,168.27,0
M6286971,7/24/2021,5/25/2021,TOYOTA,RAV4,2021,95,Riverside Toyota,New,35948.68,1206.49,752
S2603333,7/24/2021,5/21/2021,TOYOTA,COROL,2021,13,Riverside Toyota,New,25581,3239.81,4680
L5744471,7/24/2021,5/31/2021,TOYOTA,CAMHYB,2021,75,Riverside Toyota,New,40035,7749.81,3330.41
T5904666,7/24/2021,5/13/2021,TOYOTA,RAV4,2021,40,Riverside Toyota,New,41860,3156.81,0
K5196085,7/24/2021,5/20/2021,TOYOTA,HIGHLN,2021,58,Riverside Toyota,New,41170,2343.81,2242
S6943965,7/24/2021,6/14/2021,TOYOTA,4RUN,2021,42,Riverside Toyota,New,50948,4582.86,0
M2827362,7/24/2021,6/25/2021,TOYOTA,4RUN,2021,70,Riverside Toyota,New,47411,2882.86,3788.94
L5919558,7/24/2021,6/19/2021,TOYOTA,HIGHLN,2021,47,Riverside Toyota,New,44444.9,2062.71,1516.13
S6193212,7/24/2021,6/28/2021,TOYOTA,SIENNA,2021,9,Riverside Toyota,New,43101,5607.81,4206.14
L8231106,7/24/2021,7/1/2021,TOYOTA,TACO,2021,85,Riverside Toyota,New,41604.66,-896.48,2138.76
K1359745,7/24/2021,6/8/2021,TOYOTA,AVAL,2021,41,Riverside Toyota,New,40457,1271.81,4965
T7073777,7/24/2021,5/14/2021,TOYOTA,4RUN,2021,62,Riverside Toyota,New,44103,3810.26,1684.27
S8589309,7/25/2021,5/12/2021,TOYOTA,CAMHYB,2021,67,Riverside Toyota,New,30459,1750.91,2850
T6623740,7/25/2021,6/11/2021,TOYOTA,4RUN,2021,55,Riverside Toyota,New,50033.61,3996.42,0
M5152911,7/25/2021,6/5/2021,TOYOTA,CAMR,2021,76,Riverside Toyota,New,27904,999.81,1481
N1728343,7/25/2021,6/25/2021,TOYOTA,HIGHLN,2021,47,Riverside Toyota,New,44472.19,-3300,0
T7731897,7/25/2021,5/19/2021,TOYOTA,RAV4HY,2021,71,Riverside Toyota,New,33478.01,298.02,0
N9457365,7/25/2021,6/16/2021,TOYOTA,SIENNA,2021,71,Riverside Toyota,New,55921,5546.81,3945.73
T1027014,7/26/2021,6/1/2021,TOYOTA,CAMR,2021,69,Riverside Toyota,New,34879,3815.81,6219.96
N4146393,7/26/2021,5/14/2021,TOYOTA,CAMR,2021,66,Riverside Toyota,New,27402,2963.81,3126
N2925021,7/26/2021,5/14/2021,TOYOTA,RAV4,2021,92,Riverside Toyota,New,27839.81,698.62,0
K5688149,7/26/2021,5/13/2021,TOYOTA,COROL,2021,67,Riverside Toyota,New,22882,2911.81,2745
L8203862,7/26/2021,6/20/2021,TOYOTA,HIGHHY,2021,34,Riverside Toyota,New,45550,4336.81,0
L8271030,7/26/2021,5/23/2021,TOYOTA,COROHB,2021,94,Riverside Toyota,New,24022,1697.81,1641
T9980559,7/26/2021,6/26/2021,TOYOTA,TACO,2021,42,Riverside Toyota,New,46749,3327.07,1600
N2288524,7/27/2021,6/8/2021,TOYOTA,AVALHY,2021,55,Riverside Toyota,New,46925,4806.91,1935
N2313853,7/27/2021,6/3/2021,TOYOTA,TACO,2021,42,Riverside Toyota,New,50294,3475.81,5780.5
M4830436,7/27/2021,5/28/2021,TOYOTA,CHR,2021,71,Riverside Toyota,New,26966,1744.81,0
T1461624,7/27/2021,5/31/2021,TOYOTA,COROL,2021,81,Riverside Toyota,New,19639.01,-807.18,0
T9256462,7/27/2021,6/16/2021,TOYOTA,RAV4HY,2021,52,Riverside Toyota,New,34390,4458.81,877.49
L1757482,7/27/2021,5/16/2021,TOYOTA,SIENNA,2021,16,Riverside Toyota,New,42500,4207.81,150
T9195788,7/27/2021,5/26/2021,TOYOTA,RAV4,2021,24,Riverside Toyota,New,38975,4366.81,0
L4507445,7/27/2021,5/21/2021,TOYOTA,RAV4,2021,76,Riverside Toyota,New,37289,1121.31,1494
S9115652,7/27/2021,5/18/2021,TOYOTA,TACO,2021,6,Riverside Toyota,New,38328,3196.81,2750
N9445147,7/28/2021,6/12/2021,TOYOTA,HIGHLN,2021,79,Riverside Toyota,New,37401,1952.81,1326
N1536395,7/28/2021,6/2/2021,TOYOTA,COROL,2021,89,Riverside Toyota,New,22832,3909.81,0
K2885721,7/28/2021,5/24/2021,TOYOTA,4RUN,2021,59,Riverside Toyota,New,48424,3952.41,80.91
L7868355,7/28/2021,5/21/2021,TOYOTA,RAV4,2021,10,Riverside Toyota,New,30006,295.81,300
K5713411,7/28/2021,6/4/2021,TOYOTA,CAMHYB,2021,87,Riverside Toyota,New,32091,2801.81,0
S3771779,7/28/2021,7/5/2021,TOYOTA,SIENNA,2021,98,Riverside Toyota,New,48440.19,-2970.52,0
K4297599,7/28/2021,6/23/2021,TOYOTA,HIGH,2021,66,Riverside Toyota,New,49978,7599.81,2493
S4772165,7/28/2021,6/23/2021,TOYOTA,CAMHYB,2021,53,Riverside Toyota,New,38504.31,3760.82,2501
N8046448,7/28/2021,6/18/2021,TOYOTA,CAMHYB,2021,88,Riverside Toyota,New,32563.31,4110.12,2696
S3894426,7/28/2021,6/13/2021,TOYOTA,RAV4,2021,58,Riverside Toyota,New,40535,3144.81,5784.53
M8645876,7/28/2021,6/3/2021,TOYOTA,TACO,2021,14,Riverside Toyota,New,41741,4288.86,2500
M7992281,7/28/2021,6/20/2021,TOYOTA,CAMR,2021,28,Riverside Toyota,New,34000,1881.91,1068.52
T5700389,7/29/2021,6/23/2021,TOYOTA,CAMR,2021,33,Riverside Toyota,New,32253.19,-2500,300
K4901522,7/29/2021,5/26/2021,TOYOTA,4RUN,2021,98,Riverside Toyota,New,56468,6008.55,0
M1253150,7/29/2021,6/14/2021,TOYOTA,COROLH,2021,10,Riverside Toyota,New,26557,-283.02,300
L4209922,7/29/2021,6/18/2021,TOYOTA,COROL,2021,62,Riverside Toyota,New,21452.6,101.41,0
M6232128,7/29/2021,5/16/2021,TOYOTA,CHR,2021,82,Riverside Toyota,New,30170,4125.81,4309
K9410642,7/29/2021,6/12/2021,TOYOTA,RAV4,2021,61,Riverside Toyota,New,30590,3153.81,6670
M8111144,7/29/2021,7/9/2021,TOYOTA,COROL,2021,7,Riverside Toyota,New,20493.38,71.19,1690
M9159850,7/29/2021,5/27/2021,TOYOTA,TUND,2021,28,Riverside Toyota,New,48395,3239.97,1618.9
M3823354,7/29/2021,6/4/2021,TOYOTA,RAV4,2021,23,Riverside Toyota,New,29327.86,-349.33,0
S8723104,7/29/2021,5/28/2021,TOYOTA,RAV4,2021,13,Riverside Toyota,New,40500,5348.81,5872
L1712445,7/29/2021,6/3/2021,TOYOTA,RAV4,2021,34,Riverside Toyota,New,30326.46,-9.73,0
N5221346,7/29/2021,7/8/2021,TOYOTA,4RUN,2021,100,Riverside Toyota,New,48527,3424.86,544
N9196781,7/29/2021,6/23/2021,TOYOTA,RAV4,2021,81,Riverside Toyota,New,38385,3739.81,2548
M9443421,7/30/2021,6/1/2021,TOYOTA,CAMR,2021,86,Riverside Toyota,New,36226.38,4517.19,0
T1810943,7/30/2021,6/3/2021,TOYOTA,4RUN,2021,48,Riverside Toyota,New,49605,4598.81,1781
K7745269,7/30/2021,6/20/2021,TOYOTA,CAMR,2021,57,Riverside Toyota,New,34439.43,1893.24,2851
K3738294,7/30/2021,7/2/2021,TOYOTA,TACO,2021,90,Riverside Toyota,New,32102,3710.81,2205.17
M9054441,7/30/2021,6/28/2021,TOYOTA,COROL,2021,72,Riverside Toyota,New,20882,-88.19,150
M4057702,7/30/2021,6/30/2021,TOYOTA,CHR,2021,64,Riverside Toyota,New,24145.81,902.62,0
L5485456,7/30/2021,6/25/2021,TOYOTA,COROL,2021,27,Riverside Toyota,New,20970.19,0,2800
K4947150,7/30/2021,6/25/2021,TOYOTA,COROL,2021,65,Riverside Toyota,New,22882,1899.81,0
M4624304,7/30/2021,7/9/2021,TOYOTA,4RUN,2021,11,Riverside Toyota,New,47318,1125.86,3100
L8958626,7/30/2021,5/30/2021,TOYOTA,PRIUSM,2021,48,Riverside Toyota,New,33826,2025.26,5820.64
S5318953,7/30/2021,5/28/2021,TOYOTA,RAV4,2021,59,Riverside Toyota,New,38246,1946.81,2355
K8609152,7/30/2021,7/3/2021,TOYOTA,TACO,2021,79,Riverside Toyota,New,36809,3301.81,383
S5775840,7/30/2021,5/29/2021,TOYOTA,RAV4,2021,43,Riverside Toyota,New,31961,304.81,1000.83
M9471010,7/31/2021,5/31/2021,TOYOTA,COROL,2021,63,Riverside Toyota,New,22046.77,76.58,3746.19
K8196188,7/31/2021,6/29/2021,TOYOTA,COROL,2021,9,Riverside Toyota,New,22192.4,853.21,0
S2788580,7/31/2021,6/25/2021,TOYOTA,COROLH,2021,46,Riverside Toyota,New,27294,2021.81,2850
L3177996,7/31/2021,6/3/2021,TOYOTA,RAV4,2021,93,Riverside Toyota,New,28500,1077.81,1300
S1315613,7/31/2021,6/18/2021,TOYOTA,4RUN,2021,96,Riverside Toyota,New,46441,4792.81,0
L2812209,7/31/2021,7/9/2021,TOYOTA,HIGHLN,2021,18,Riverside Toyota,New,38520.19,1256,0
M6626764,7/31/2021,6/12/2021,TOYOTA,RAV4,2021,31,Riverside Toyota,New,37125,1826.81,250
T7573985,7/31/2021,5/21/2021,TOYOTA,TACO,2021,20,Riverside Toyota,New,35582,2002.81,2943.54
K6242416,7/31/2021,6/29/2021,TOYOTA,SIENNA,2021,95,Riverside Toyota,New,39347,2872.81,1100
S7318551,7/31/2021,6/23/2021,TOYOTA,PRIUS,2021,6,Riverside Toyota,New,29372,204.81,2
K9034438,7/31/2021,7/5/2021,TOYOTA,TACO,2021,23,Riverside Toyota,New,38415,1325.81,2204
K7164782,7/2/2021,6/4/2021,TOYOTA,HIGH,2021,27,Southside Toyota,New,45954.96,1520.24,624
M6212369,7/3/2021,5/26/2021,TOYOTA,4RUN,2021,45,Southside Toyota,New,42286,3130.81,400
S9971755,7/3/2021,4/30/2021,TOYOTA,TACO,2021,49098,Southside Toyota,Used,39990,2338.16,3693.51
L2858272,7/5/2021,4/23/2021,TOYOTA,AVALHY,2021,18,Southside Toyota,New,44439.44,5863.35,3005
M2216089,7/6/2021,5/8/2021,TOYOTA,4RUN,2021,51,Southside Toyota,New,52835,5524.91,0
S5493942,7/8/2021,5/28/2021,TOYOTA,SIENNA,2021,67,Southside Toyota,New,39750,-704.09,250
T4089175,7/8/2021,6/1/2021,TOYOTA,4RUN,2021,94,Southside Toyota,New,53054,3237.91,1500
N4058463,7/8/2021,5/27/2021,TOYOTA,RAV4,2021,12,Southside Toyota,New,42350,3489.81,0
M5251997,7/9/2021,6/18/2021,TOYOTA,TACO,2021,31,Southside Toyota,New,31003.09,1610.15,0
N6833750,7/9/2021,5/1/2021,TOYOTA,TUND,2021,44,Southside Toyota,New,43676,2607.91,1763
K8512909,7/9/2021,5/1/2021,TOYOTA,CAMHYB,2021,32,Southside Toyota,New,34038.4,1411.31,3013
K8640644,7/9/2021,6/9/2021,TOYOTA,PRIUS,2021,72,Southside Toyota,New,32260,2175.81,0
L9119457,7/9/2021,5/20/2021,TOYOTA,CAMR,2021,65,Southside Toyota,New,36580,3171.91,3359.18
N3626708,7/10/2021,5/19/2021,TOYOTA,RAV4,2021,42,Southside Toyota,New,37651,1394.81,1711
N2761344,7/10/2021,6/7/2021,TOYOTA,TACO,2021,79,Southside Toyota,New,46190,6610.81,2123
S5524655,7/10/2021,6/5/2021,TOYOTA,HIGHLN,2021,28,Southside Toyota,New,47083,2396.81,1421
M1606709,7/10/2021,6/10/2021,TOYOTA,4RUN,2021,32,Southside Toyota,New,49034.56,5045.37,5638.61
T1157537,7/10/2021,5/19/2021,TOYOTA,RAV4HY,2021,45,Southside Toyota,New,42370.67,2377.48,1000
N1167080,7/10/2021,6/14/2021,TOYOTA,RAV4,2021,22,Southside Toyota,New,35951.5,-930.69,2291
M8138892,7/11/2021,5/22/2021,TOYOTA,TACO,2021,53,Southside Toyota,New,38462.53,-1766.66,750
S3644617,7/12/2021,5/6/2021,TOYOTA,RAV4,2021,89,Southside Toyota,New,29277.64,-287.45,1800
S7493681,7/12/2021,5/8/2021,TOYOTA,4RUN,2021,30,Southside Toyota,New,48262.24,5170.05,5254.5
T6821858,7/12/2021,5/7/2021,TOYOTA,CAMR,2021,7,Southside Toyota,New,30929,-1988.19,250
N1915772,7/12/2021,6/9/2021,TOYOTA,RAV4,2021,81,Southside Toyota,New,38080.75,-1980.43,2968.77
M4117625,7/13/2021,5/27/2021,TOYOTA,TACO,2021,42,Southside Toyota,New,39809.21,1757.5,2135.08
L4758154,7/14/2021,5/3/2021,TOYOTA,TACO,2021,96,Southside Toyota,New,42917.65,2363.94,0
M9697755,7/14/2021,5/13/2021,TOYOTA,RAV4,2021,18,Southside Toyota,New,33397.13,-494.83,747
S1714739,7/14/2021,6/9/2021,TOYOTA,CAMR,2021,5,Southside Toyota,New,27982,-21.19,1102.16
N2393725,7/14/2021,6/6/2021,TOYOTA,SIENNA,2021,96,Southside Toyota,New,39634.16,-236.93,1316.24
N7326401,7/14/2021,6/8/2021,TOYOTA,COROLH,2021,15,Southside Toyota,New,23032.21,-1583.98,0
T3601583,7/14/2021,5/30/2021,TOYOTA,TACO,2021,44,Southside Toyota,New,46506.97,2409.88,1252
K7990869,7/15/2021,6/20/2021,TOYOTA,SIENNA,2021,8,Southside Toyota,New,39537.06,-1637.44,300
M8328677,7/16/2021,5/15/2021,TOYOTA,CAMR,2021,38,Southside Toyota,New,30816.92,2216.23,1310
N7340344,7/16/2021,5/9/2021,TOYOTA,VENZA,2021,69,Southside Toyota,New,44160,2629.31,1400
L7565524,7/16/2021,6/18/2021,TOYOTA,4RUN,2021,60,Southside Toyota,New,46413,831.81,950
L4913414,7/16/2021,5/8/2021,TOYOTA,COROL,2021,14,Southside Toyota,New,28187,294.81,2168.28
K1539195,7/16/2021,6/10/2021,TOYOTA,SIENNA,2021,85,Southside Toyota,New,44818,465.81,1825.98
N9395450,7/17/2021,5/28/2021,TOYOTA,COROL,2021,75,Southside Toyota,New,27015,3668.81,2917
L1214917,7/17/2021,6/16/2021,TOYOTA,TACO,2021,68,Southside Toyota,New,39359.23,938.1,2257.46
M9129993,7/17/2021,6/5/2021,TOYOTA,RAV4,2021,17,Southside Toyota,New,37364.92,584.73,150
M1598756,7/18/2021,5/6/2021,TOYOTA,RAV4,2021,26,Southside Toyota,New,43305.91,949.72,1350
K7576762,7/18/2021,5/6/2021,TOYOTA,HIGHHY,2021,60,Southside Toyota,New,44500,987.81,150
N9573916,7/18/2021,6/24/2021,TOYOTA,RAV4,2021,69,Southside Toyota,New,29338.64,593.45,244
L8546781,7/19/2021,5/18/2021,TOYOTA,HIGHLN,2021,96,Southside Toyota,New,46159,5111.81,0
S7498340,7/19/2021,5/25/2021,TOYOTA,COROHB,2021,17,Southside Toyota,New,21500,-49.09,0
L9989501,7/19/2021,5/25/2021,TOYOTA,HIGHLN,2021,5,Southside Toyota,New,49206,5500,289.38
L4793124,7/19/2021,6/27/2021,TOYOTA,TACO,2021,42,Southside Toyota,New,41144.08,922.89,1350.66
S6438252,7/20/2021,6/7/2021,TOYOTA,CAMR,2021,62,Southside Toyota,New,38304,1726.5,2100
S6146485,7/20/2021,5/7/2021,TOYOTA,HIGHLN,2021,29,Southside Toyota,New,51244,-213.19,1662
N7958099,7/20/2021,6/14/2021,TOYOTA,COROL,2021,46,Southside Toyota,New,24300,188.57,494.48
S7964779,7/21/2021,5/24/2021,TOYOTA,4RUN,2021,89,Southside Toyota,New,45074.29,-3556.9,452.15
L4958527,7/22/2021,6/7/2021,TOYOTA,TACO,2021,37,Southside Toyota,New,49772.26,4979.81,200
L9597210,7/23/2021,6/30/2021,TOYOTA,TACO,2021,61,Southside Toyota,New,44016,1408.81,658
S4649528,7/23/2021,5/10/2021,TOYOTA,RAV4,2021,41,Southside Toyota,New,33562,2527.81,0
S8779508,7/23/2021,5/20/2021,TOYOTA,VENZA,2021,61,Southside Toyota,New,44391.43,1499.24,3191.5
K6143417,7/23/2021,6/22/2021,TOYOTA,COROL,2021,66,Southside Toyota,New,21451.74,-22.45,1050
M5229208,7/23/2021,7/3/2021,TOYOTA,CAMR,2021,7,Southside Toyota,New,25459.4,-2342.79,1174
S2508696,7/24/2021,6/14/2021,TOYOTA,HIGHLN,2021,34,Southside Toyota,New,47877,4427.81,1250
M9733150,7/24/2021,6/16/2021,TOYOTA,CHR,2021,71,Southside Toyota,New,26482,2467.81,0
M6141679,7/24/2021,6/14/2021,TOYOTA,COROL,2021,67,Southside Toyota,New,22862.31,-1616.88,1548.69
M2248085,7/24/2021,5/14/2021,TOYOTA,4RUN,2021,86,Southside Toyota,New,50593.58,3861.81,5620.32
S9614177,7/24/2021,6/17/2021,TOYOTA,CAMR,2021,27,Southside Toyota,New,34177.94,1719.62,477.15
S8806054,7/24/2021,5/23/2021,TOYOTA,SIENNA,2021,76,Southside Toyota,New,43552.37,5031.18,2100
T7160649,7/24/2021,5/14/2021,TOYOTA,CHR,2021,77,Southside Toyota,New,26222.05,1246.11,0
N1620020,7/24/2021,7/2/2021,TOYOTA,4RUN,2021,70,Southside Toyota,New,53489,7279.19,0
M6296355,7/25/2021,5/18/2021,TOYOTA,TACO,2021,65,Southside Toyota,New,37041.77,-836.19,0
N1092535,7/26/2021,5/24/2021,TOYOTA,CAMR,2021,6,Southside Toyota,New,30002,1731.81,1850
K4578862,7/27/2021,6/6/2021,TOYOTA,SIENNA,2021,31,Southside Toyota,New,44064.76,3193.81,300
N8058535,7/27/2021,6/28/2021,TOYOTA,TUND,2021,52,Southside Toyota,New,62970,4307.4,150
M9241675,7/29/2021,5/31/2021,TOYOTA,TUND,2021,67,Southside Toyota,New,43739.61,4662.91,1279
L4863802,7/29/2021,6/25/2021,TOYOTA,RAV4,2021,9,Southside Toyota,New,44211,1717.81,585
M4261403,7/29/2021,7/5/2021,TOYOTA,COROL,2021,5,Southside Toyota,New,23200,48.21,900
K8479171,7/29/2021,7/6/2021,TOYOTA,TACO,2021,26,Southside Toyota,New,47326,1251.81,0
M1770993,7/29/2021,6/12/2021,TOYOTA,4RUN,2021,78,Southside Toyota,New,50413.04,3128.85,499
L1067888,7/30/2021,5/19/2021,TOYOTA,4RUN,2021,28,Southside Toyota,New,48625,5285.81,1700
T8221952,7/30/2021,5/20/2021,TOYOTA,CAMR,2021,63,Southside Toyota,New,28874.2,652.01,0
L7556464,7/30/2021,5/21/2021,TOYOTA,RAV4,2021,83,Southside Toyota,New,29877.71,752.69,520
S5606177,7/30/2021,5/19/2021,TOYOTA,TACO,2021,54,Southside Toyota,New,42382.3,4077.11,250
N9168106,7/31/2021,7/8/2021,TOYOTA,VENZA,2021,27,Southside Toyota,New,43610.3,718.11,1279
M9372943,7/31/2021,6/27/2021,TOYOTA,COROLH,2021,82,Southside Toyota,New,21759.9,-2923.29,0
S8079353,7/2/2021,5/27/2021,TOYOTA,COROL,2021,30454,Southside Toyota,Used,14764.26,3636.67,1850
M4245786,7/2/2021,4/30/2021,TOYOTA,CAMR,2021,32550,Southside Toyota,Used,29994.63,-1676.72,1151.82
T2359496,7/2/2021,6/10/2021,HONDA,CRV,2021,76111,Southside Toyota,Used,24472.6,-3216.58,0
N1787339,7/2/2021,6/3/2021,TOYOTA,RAV4,2021,56105,Southside Toyota,Used,29971.99,-1509.01,3161.8
L7071130,7/5/2021,4/30/2021,LEXUS,IS350,2021,18761,Southside Toyota,Used,48024.84,-2965.16,1178
K4340762,7/5/2021,5/5/2021,TOYOTA,TUND,2021,64563,Southside Toyota,Used,47337,2918.4,4004.19
N7687355,7/5/2021,5/24/2021,JEEP,WRANU,2021,59898,Southside Toyota,Used,43591,-326.7,2874.56
K8073098,7/5/2021,5/29/2021,TOYOTA,RAV4,2021,37781,Southside Toyota,Used,14382.3,-117.7,0
T2247739,7/5/2021,6/15/2021,MAZDA,CX5,2021,46600,Southside Toyota,Used,15990,4500,3357.4
K5614560,7/5/2021,5/12/2021,TOYOTA,TACO,2021,41775,Southside Toyota,Used,45494,5699.54,5339
K3464075,7/6/2021,4/25/2021,JEEP,WRAN,2021,71588,Southside Toyota,Used,18161.92,1100,0
N5761374,7/7/2021,5/18/2021,CHEVROLET,EQUIN,2021,30055,Southside Toyota,Used,20435.08,-849.35,0
L2200464,7/7/2021,5/5/2021,TOYOTA,HIGH,2021,44190,Southside Toyota,Used,37995,3295,700
M9696661,7/8/2021,6/18/2021,NISSAN,SENT,2021,35577,Southside Toyota,Used,16579,-2381.44,1823.06
S3283617,7/9/2021,6/17/2021,TOYOTA,CAMR,2021,20504,Southside Toyota,Used,27360,1319,4499.25
L6203661,7/9/2021,6/17/2021,TOYOTA,TACO,2021,74874,Southside Toyota,Used,41694,2628.32,6600.91
N9938869,7/9/2021,5/14/2021,TOYOTA,AVAL,2021,24276,Southside Toyota,Used,40982.52,2213.98,5270
L6142359,7/9/2021,6/1/2021,TOYOTA,CAMR,2021,45301,Southside Toyota,Used,13691,2748.16,950
K4299125,7/10/2021,5/23/2021,NISSAN,ALTIMA,2021,15889,Southside Toyota,Used,7967.74,377.82,0
N7980479,7/11/2021,5/28/2021,TOYOTA,YARIS,2021,36013,Southside Toyota,Used,17968.11,411.25,2647
T4940204,7/11/2021,5/20/2021,DODGE,CHAL,2021,48329,Southside Toyota,Used,33995,7554,3681.29
K8039693,7/12/2021,5/18/2021,TOYOTA,HIGHHY,2021,29628,Southside Toyota,Used,42990,6745,4210.31
K9916091,7/14/2021,5/27/2021,TOYOTA,RAV4,2021,50802,Southside Toyota,Used,24300,-249.52,1429.29
S8742229,7/16/2021,6/1/2021,RAM,RAMT25,2021,37964,Southside Toyota,Used,68777,2212,0
T3409228,7/17/2021,6/24/2021,TOYOTA,COROL,2021,59401,Southside Toyota,Used,19618.23,-166.3,0
S4808690,7/17/2021,5/10/2021,HONDA,PILOT,2021,62426,Southside Toyota,Used,13792.99,1913.69,0
T8081738,7/17/2021,6/14/2021,TOYOTA,TUND,2021,33198,Southside Toyota,Used,46690,1663,3270.2
N9417867,7/19/2021,5/11/2021,JEEP,GLAD,2021,43150,Southside Toyota,Used,49487,-785.13,0
S9547184,7/20/2021,6/4/2021,TOYOTA,CAMR,2021,44751,Southside Toyota,Used,23499,-2172.55,2024.81
L6507955,7/20/2021,5/29/2021,TOYOTA,CAMHYB,2021,51290,Southside Toyota,Used,26394,-3729.22,700
K1477077,7/21/2021,6/10/2021,CHEVROLET,SILV25,2021,42215,Southside Toyota,Used,57434.5,1875.35,0
T4502003,7/21/2021,5/15/2021,VOLKSWAGEN,GOLFGT,2021,44853,Southside Toyota,Used,25249,2738.35,2828.18
K3112122,7/22/2021,6/30/2021,HONDA,CIVI,2021,38348,Southside Toyota,Used,16899,200,968.45
M2412836,7/22/2021,6/10/2021,TOYOTA,RAV4,2021,43728,Southside Toyota,Used,35897.53,1447.53,913
M1881252,7/23/2021,6/13/2021,HONDA,ACCO,2021,61469,Southside Toyota,Used,23999,399.63,1365
S4282481,7/23/2021,5/24/2021,TOYOTA,COROL,2021,51691,Southside Toyota,Used,19399,1531.64,1720
K6769665,7/23/2021,6/11/2021,TOYOTA,TACO,2021,52518,Southside Toyota,Used,35309.51,2316.58,5627
N8693818,7/24/2021,7/1/2021,TOYOTA,COROL,2021,52846,Southside Toyota,Used,23500,1024.83,473
T9127958,7/24/2021,6/14/2021,TOYOTA,RAV4,2021,39692,Southside Toyota,Used,30980,1400,2776.7
S8626053,7/24/2021,5/29/2021,TOYOTA,CAMR,2021,46782,Southside Toyota,Used,21915,1471.42,3096.87
S5765949,7/24/2021,5/23/2021,TOYOTA,CAMR,2021,25722,Southside Toyota,Used,37469,1378,2705.48
K2878911,7/24/2021,6/4/2021,VOLKSWAGEN,PASSV,2021,61032,Southside Toyota,Used,9723.08,800,589
S3937243,7/25/2021,6/15/2021,TOYOTA,TACO,2021,5000,Southside Toyota,Used,40893,1832,2849.25
